old_label,label,date
hCoV-19/USA/CA-CZB-1619/2020|EPI_ISL_468548|2020-04-20|1,hCoV-19/USA/CA-CZB-1619/2020|EPI_ISL_468548|2020-04-20|1,2020-04-20
hCoV-19/USA/CA-CZB-13098/2020|EPI_ISL_672351|2020-05-12|1,hCoV-19/USA/CA-CZB-13098/2020|EPI_ISL_672351|2020-05-12|1,2020-05-12
hCoV-19/USA/CA-CZB-1616/2020|EPI_ISL_468545|2020-04-16|1,hCoV-19/USA/CA-CZB-1616/2020|EPI_ISL_468545|2020-04-16|1,2020-04-16
hCoV-19/USA/CA-CZB-1356/2020|EPI_ISL_468370|2020-04-12|1,hCoV-19/USA/CA-CZB-1356/2020|EPI_ISL_468370|2020-04-12|1,2020-04-12
hCoV-19/USA/CA-CZB-2093/2020|EPI_ISL_486336|2020-04-26|1,hCoV-19/USA/CA-CZB-2093/2020|EPI_ISL_486336|2020-04-26|1,2020-04-26
hCoV-19/USA/CA-CZB-2095/2020|EPI_ISL_486338|2020-04-26|1,hCoV-19/USA/CA-CZB-2095/2020|EPI_ISL_486338|2020-04-26|1,2020-04-26
hCoV-19/USA/WA-UW344/2020|EPI_ISL_418911|2020-03-16|1,hCoV-19/USA/WA-UW344/2020|EPI_ISL_418911|2020-03-16|1,2020-03-16
hCoV-19/USA/WA-UW43/2020|EPI_ISL_415608|2020-03-08|10,hCoV-19/USA/WA-UW43/2020|EPI_ISL_415608|2020-03-08|10,2020-03-08
hCoV-19/USA/WA-UW-831/2020|EPI_ISL_570201|2020-03-15|1,hCoV-19/USA/WA-UW-831/2020|EPI_ISL_570201|2020-03-15|1,2020-03-15
hCoV-19/USA/WA-UW146/2020|EPI_ISL_416684|2020-03-14|1,hCoV-19/USA/WA-UW146/2020|EPI_ISL_416684|2020-03-14|1,2020-03-14
hCoV-19/USA/WA-UW317/2020|EPI_ISL_418884|2020-03-15|1,hCoV-19/USA/WA-UW317/2020|EPI_ISL_418884|2020-03-15|1,2020-03-15
hCoV-19/USA/WA-UW-2141/2020|EPI_ISL_426096|2020-03-25|1,hCoV-19/USA/WA-UW-2141/2020|EPI_ISL_426096|2020-03-25|1,2020-03-25
hCoV-19/USA/WA-UW-5428/2020|EPI_ISL_570069|2020-03-26|1,hCoV-19/USA/WA-UW-5428/2020|EPI_ISL_570069|2020-03-26|1,2020-03-26
hCoV-19/USA/WA-UW112/2020|EPI_ISL_416650|2020-03-10|1,hCoV-19/USA/WA-UW112/2020|EPI_ISL_416650|2020-03-10|1,2020-03-10
hCoV-19/USA/WA-S459/2020|EPI_ISL_434219|2020-04-06|1,hCoV-19/USA/WA-S459/2020|EPI_ISL_434219|2020-04-06|1,2020-04-06
hCoV-19/USA/WA-UW-4609/2020|EPI_ISL_429612|2020-03-26|1,hCoV-19/USA/WA-UW-4609/2020|EPI_ISL_429612|2020-03-26|1,2020-03-26
hCoV-19/USA/FL_9656/2020|EPI_ISL_424856|2020-03-06|4,hCoV-19/USA/FL_9656/2020|EPI_ISL_424856|2020-03-06|4,2020-03-06
hCoV-19/USA/MN_0100/2020|EPI_ISL_426426|2020-03-05|1,hCoV-19/USA/MN_0100/2020|EPI_ISL_426426|2020-03-05|1,2020-03-05
hCoV-19/USA/CA-CDPH001/2020|EPI_ISL_515894|2020-03-15|1,hCoV-19/USA/CA-CDPH001/2020|EPI_ISL_515894|2020-03-15|1,2020-03-15
hCoV-19/USA/CA-CDPH-UC7/2020|EPI_ISL_413925|2020-03-05|1,hCoV-19/USA/CA-CDPH-UC7/2020|EPI_ISL_413925|2020-03-05|1,2020-03-05
hCoV-19/USA/CA-CDPH-UC11/2020|EPI_ISL_413931|2020-03-05|4,hCoV-19/USA/CA-CDPH-UC11/2020|EPI_ISL_413931|2020-03-05|4,2020-03-05
hCoV-19/USA/UT-03470/2020|EPI_ISL_450539|2020-03-15|1,hCoV-19/USA/UT-03470/2020|EPI_ISL_450539|2020-03-15|1,2020-03-15
hCoV-19/USA/WI-UW-39/2020|EPI_ISL_421297|2020-03-22|1,hCoV-19/USA/WI-UW-39/2020|EPI_ISL_421297|2020-03-22|1,2020-03-22
hCoV-19/USA/UT-QDX-120/2020|EPI_ISL_467911|2020-03-13|2,hCoV-19/USA/UT-QDX-120/2020|EPI_ISL_467911|2020-03-13|2,2020-03-13
hCoV-19/USA/CA-CZB-1122/2020|EPI_ISL_445170|2020-03-27|1,hCoV-19/USA/CA-CZB-1122/2020|EPI_ISL_445170|2020-03-27|1,2020-03-27
hCoV-19/USA/UN-UW-1816/2020|EPI_ISL_424268|2020-03-22|10,hCoV-19/USA/UN-UW-1816/2020|EPI_ISL_424268|2020-03-22|10,2020-03-22
hCoV-19/USA/WA-QDX-529/2020|EPI_ISL_571402|2020-03-18|1,hCoV-19/USA/WA-QDX-529/2020|EPI_ISL_571402|2020-03-18|1,2020-03-18
hCoV-19/USA/UN-UW-1818/2020|EPI_ISL_424266|2020-03-22|1,hCoV-19/USA/UN-UW-1818/2020|EPI_ISL_424266|2020-03-22|1,2020-03-22
hCoV-19/USA/WA-UW-6822/2020|EPI_ISL_570151|2020-04-10|1,hCoV-19/USA/WA-UW-6822/2020|EPI_ISL_570151|2020-04-10|1,2020-04-10
hCoV-19/USA/WA-UW-3600/2020|EPI_ISL_570033|2020-03-25|1,hCoV-19/USA/WA-UW-3600/2020|EPI_ISL_570033|2020-03-25|1,2020-03-25
hCoV-19/USA/UN-UW-2834/2020|EPI_ISL_485955|2020-04-15|1,hCoV-19/USA/UN-UW-2834/2020|EPI_ISL_485955|2020-04-15|1,2020-04-15
hCoV-19/USA/UN-UW-7214/2020|EPI_ISL_576502|2020-04-13|1,hCoV-19/USA/UN-UW-7214/2020|EPI_ISL_576502|2020-04-13|1,2020-04-13
hCoV-19/USA/WA-UW145/2020|EPI_ISL_416683|2020-03-15|2,hCoV-19/USA/WA-UW145/2020|EPI_ISL_416683|2020-03-15|2,2020-03-15
hCoV-19/USA/WA-UW-6162/2020|EPI_ISL_430933|2020-04-01|1,hCoV-19/USA/WA-UW-6162/2020|EPI_ISL_430933|2020-04-01|1,2020-04-01
hCoV-19/USA/CA-CZB-1599/2020|EPI_ISL_468528|2020-03-31|1,hCoV-19/USA/CA-CZB-1599/2020|EPI_ISL_468528|2020-03-31|1,2020-03-31
hCoV-19/USA/NV-QDX-2662/2020|EPI_ISL_604954|2020-03-15|2,hCoV-19/USA/NV-QDX-2662/2020|EPI_ISL_604954|2020-03-15|2,2020-03-15
hCoV-19/USA/NV-NSPHL-A0017/2020|EPI_ISL_515304|2020-03-15|1,hCoV-19/USA/NV-NSPHL-A0017/2020|EPI_ISL_515304|2020-03-15|1,2020-03-15
hCoV-19/USA/CA-CZB-1555/2020|EPI_ISL_468495|2020-03-18|1,hCoV-19/USA/CA-CZB-1555/2020|EPI_ISL_468495|2020-03-18|1,2020-03-18
hCoV-19/USA/UN-UW354/2020|EPI_ISL_418921|2020-03-16|3,hCoV-19/USA/UN-UW354/2020|EPI_ISL_418921|2020-03-16|3,2020-03-16
hCoV-19/USA/WA-UW61/2020|EPI_ISL_415626|2020-03-10|2,hCoV-19/USA/WA-UW61/2020|EPI_ISL_415626|2020-03-10|2,2020-03-10
hCoV-19/USA/CA-CZB-1107/2020|EPI_ISL_444065|2020-04-30|1,hCoV-19/USA/CA-CZB-1107/2020|EPI_ISL_444065|2020-04-30|1,2020-04-30
hCoV-19/USA/CA-CZB-2451/2020|EPI_ISL_513859|2020-05-22|1,hCoV-19/USA/CA-CZB-2451/2020|EPI_ISL_513859|2020-05-22|1,2020-05-22
hCoV-19/USA/CA-CZB-1157/2020|EPI_ISL_454618|2020-04-26|1,hCoV-19/USA/CA-CZB-1157/2020|EPI_ISL_454618|2020-04-26|1,2020-04-26
hCoV-19/USA/CA-CZB-2447/2020|EPI_ISL_513856|2020-05-22|1,hCoV-19/USA/CA-CZB-2447/2020|EPI_ISL_513856|2020-05-22|1,2020-05-22
hCoV-19/USA/CA-QDX-1419/2020|EPI_ISL_572071|2020-03-18|2,hCoV-19/USA/CA-QDX-1419/2020|EPI_ISL_572071|2020-03-18|2,2020-03-18
hCoV-19/USA/CA-CSMC20/2020|EPI_ISL_475630|2020-03-25|1,hCoV-19/USA/CA-CSMC20/2020|EPI_ISL_475630|2020-03-25|1,2020-03-25
hCoV-19/USA/CA-QDX-2340/2020|EPI_ISL_604641|2020-03-14|1,hCoV-19/USA/CA-QDX-2340/2020|EPI_ISL_604641|2020-03-14|1,2020-03-14
hCoV-19/USA/CA-CSMC42/2020|EPI_ISL_475654|2020-04-01|1,hCoV-19/USA/CA-CSMC42/2020|EPI_ISL_475654|2020-04-01|1,2020-04-01
hCoV-19/USA/CA-QDX-1586/2020|EPI_ISL_603896|2020-03-19|1,hCoV-19/USA/CA-QDX-1586/2020|EPI_ISL_603896|2020-03-19|1,2020-03-19
hCoV-19/USA/WA8-UW5/2020|EPI_ISL_413486|2020-03-01|1,hCoV-19/USA/WA8-UW5/2020|EPI_ISL_413486|2020-03-01|1,2020-03-01
hCoV-19/USA/WA-S7/2020|EPI_ISL_416462|2020-02-24|1,hCoV-19/USA/WA-S7/2020|EPI_ISL_416462|2020-02-24|1,2020-02-24
hCoV-19/USA/WA-UW198/2020|EPI_ISL_417347|2020-03-12|1,hCoV-19/USA/WA-UW198/2020|EPI_ISL_417347|2020-03-12|1,2020-03-12
hCoV-19/USA/WA-S254/2020|EPI_ISL_430292|2020-02-24|7,hCoV-19/USA/WA-S254/2020|EPI_ISL_430292|2020-02-24|7,2020-02-24
hCoV-19/USA/WA-UW-2862/2020|EPI_ISL_486040|2020-03-29|1,hCoV-19/USA/WA-UW-2862/2020|EPI_ISL_486040|2020-03-29|1,2020-03-29
hCoV-19/USA/WA-UW-3900/2020|EPI_ISL_427204|2020-03-27|1,hCoV-19/USA/WA-UW-3900/2020|EPI_ISL_427204|2020-03-27|1,2020-03-27
hCoV-19/USA/WA-UW-1709/2020|EPI_ISL_424230|2020-03-21|1,hCoV-19/USA/WA-UW-1709/2020|EPI_ISL_424230|2020-03-21|1,2020-03-21
hCoV-19/USA/WA-UW-1591/2020|EPI_ISL_423017|2020-03-19|1,hCoV-19/USA/WA-UW-1591/2020|EPI_ISL_423017|2020-03-19|1,2020-03-19
hCoV-19/USA/WA-S590/2020|EPI_ISL_438143|2020-04-04|1,hCoV-19/USA/WA-S590/2020|EPI_ISL_438143|2020-04-04|1,2020-04-04
hCoV-19/USA/WA-UW-5750/2020|EPI_ISL_430918|2020-04-06|1,hCoV-19/USA/WA-UW-5750/2020|EPI_ISL_430918|2020-04-06|1,2020-04-06
hCoV-19/USA/WA-UW-4657/2020|EPI_ISL_461399|2020-04-06|1,hCoV-19/USA/WA-UW-4657/2020|EPI_ISL_461399|2020-04-06|1,2020-04-06
hCoV-19/USA/WA-UW-6990/2020|EPI_ISL_570156|2020-03-30|1,hCoV-19/USA/WA-UW-6990/2020|EPI_ISL_570156|2020-03-30|1,2020-03-30
hCoV-19/USA/WA-UW-1297/2020|EPI_ISL_422989|2020-03-18|1,hCoV-19/USA/WA-UW-1297/2020|EPI_ISL_422989|2020-03-18|1,2020-03-18
hCoV-19/USA/WA9-UW6/2020|EPI_ISL_413487|2020-03-01|1,hCoV-19/USA/WA9-UW6/2020|EPI_ISL_413487|2020-03-01|1,2020-03-01
hCoV-19/USA/WA-UW316/2020|EPI_ISL_418883|2020-03-14|1,hCoV-19/USA/WA-UW316/2020|EPI_ISL_418883|2020-03-14|1,2020-03-14
hCoV-19/USA/WA-UW79/2020|EPI_ISL_416435|2020-03-10|2,hCoV-19/USA/WA-UW79/2020|EPI_ISL_416435|2020-03-10|2,2020-03-10
hCoV-19/USA/WA-S510/2020|EPI_ISL_434270|2020-03-25|1,hCoV-19/USA/WA-S510/2020|EPI_ISL_434270|2020-03-25|1,2020-03-25
hCoV-19/USA/WA-UW-4688/2020|EPI_ISL_461428|2020-04-06|1,hCoV-19/USA/WA-UW-4688/2020|EPI_ISL_461428|2020-04-06|1,2020-04-06
hCoV-19/USA/WA-UW-1760/2020|EPI_ISL_424247|2020-03-21|1,hCoV-19/USA/WA-UW-1760/2020|EPI_ISL_424247|2020-03-21|1,2020-03-21
hCoV-19/USA/CA-QDX-2350/2020|EPI_ISL_604649|2020-03-17|1,hCoV-19/USA/CA-QDX-2350/2020|EPI_ISL_604649|2020-03-17|1,2020-03-17
hCoV-19/USA/WA-UW-2076/2020|EPI_ISL_477704|2020-03-25|1,hCoV-19/USA/WA-UW-2076/2020|EPI_ISL_477704|2020-03-25|1,2020-03-25
hCoV-19/USA/WA-S106/2020|EPI_ISL_417159|2020-02-29|1,hCoV-19/USA/WA-S106/2020|EPI_ISL_417159|2020-02-29|1,2020-02-29
hCoV-19/USA/WA-S58/2020|EPI_ISL_417111|2020-03-05|1,hCoV-19/USA/WA-S58/2020|EPI_ISL_417111|2020-03-05|1,2020-03-05
hCoV-19/USA/UN-UW-1402/2020|EPI_ISL_424181|2020-03-16|1,hCoV-19/USA/UN-UW-1402/2020|EPI_ISL_424181|2020-03-16|1,2020-03-16
hCoV-19/USA/WA-RML-3/2020|EPI_ISL_641316|2020-05-26|1,hCoV-19/USA/WA-RML-3/2020|EPI_ISL_641316|2020-05-26|1,2020-05-26
hCoV-19/USA/WA-S529/2020|EPI_ISL_434289|2020-03-24|1,hCoV-19/USA/WA-S529/2020|EPI_ISL_434289|2020-03-24|1,2020-03-24
hCoV-19/USA/WA-UW-1731/2020|EPI_ISL_424231|2020-03-21|1,hCoV-19/USA/WA-UW-1731/2020|EPI_ISL_424231|2020-03-21|1,2020-03-21
hCoV-19/USA/WA-UW-1812/2020|EPI_ISL_570972|2020-03-22|1,hCoV-19/USA/WA-UW-1812/2020|EPI_ISL_570972|2020-03-22|1,2020-03-22
hCoV-19/USA/WA-UW31/2020|EPI_ISL_414618|2020-03-08|1,hCoV-19/USA/WA-UW31/2020|EPI_ISL_414618|2020-03-08|1,2020-03-08
hCoV-19/USA/WA-UW338/2020|EPI_ISL_418905|2020-03-16|1,hCoV-19/USA/WA-UW338/2020|EPI_ISL_418905|2020-03-16|1,2020-03-16
hCoV-19/USA/UN-UW-667/2020|EPI_ISL_476923|2020-03-12|1,hCoV-19/USA/UN-UW-667/2020|EPI_ISL_476923|2020-03-12|1,2020-03-12
hCoV-19/USA/UN-UW-629/2020|EPI_ISL_476910|2020-03-12|1,hCoV-19/USA/UN-UW-629/2020|EPI_ISL_476910|2020-03-12|1,2020-03-12
hCoV-19/USA/UN-UW-686/2020|EPI_ISL_476932|2020-03-12|1,hCoV-19/USA/UN-UW-686/2020|EPI_ISL_476932|2020-03-12|1,2020-03-12
hCoV-19/USA/UN-UW-672/2020|EPI_ISL_476926|2020-03-12|2,hCoV-19/USA/UN-UW-672/2020|EPI_ISL_476926|2020-03-12|2,2020-03-12
hCoV-19/USA/WA-UW286/2020|EPI_ISL_418071|2020-03-15|1,hCoV-19/USA/WA-UW286/2020|EPI_ISL_418071|2020-03-15|1,2020-03-15
hCoV-19/USA/WA-RML-2/2020|EPI_ISL_641313|2020-05-11|1,hCoV-19/USA/WA-RML-2/2020|EPI_ISL_641313|2020-05-11|1,2020-05-11
hCoV-19/USA/WA-RML-6/2020|EPI_ISL_641315|2020-05-11|1,hCoV-19/USA/WA-RML-6/2020|EPI_ISL_641315|2020-05-11|1,2020-05-11
hCoV-19/USA/WA-UW-2048/2020|EPI_ISL_477699|2020-03-24|1,hCoV-19/USA/WA-UW-2048/2020|EPI_ISL_477699|2020-03-24|1,2020-03-24
hCoV-19/USA/WA-S107/2020|EPI_ISL_417160|2020-02-29|13,hCoV-19/USA/WA-S107/2020|EPI_ISL_417160|2020-02-29|13,2020-02-29
hCoV-19/USA/WA-S160/2020|EPI_ISL_430198|2020-03-17|1,hCoV-19/USA/WA-S160/2020|EPI_ISL_430198|2020-03-17|1,2020-03-17
hCoV-19/USA/WA-UW-1835/2020|EPI_ISL_424282|2020-03-23|1,hCoV-19/USA/WA-UW-1835/2020|EPI_ISL_424282|2020-03-23|1,2020-03-23
hCoV-19/USA/WI-WSLH-200078/2020|EPI_ISL_471243|2020-04-03|1,hCoV-19/USA/WI-WSLH-200078/2020|EPI_ISL_471243|2020-04-03|1,2020-04-03
hCoV-19/USA/FL-BPHL-0796/2020|EPI_ISL_514142|2020-03-21|1,hCoV-19/USA/FL-BPHL-0796/2020|EPI_ISL_514142|2020-03-21|1,2020-03-21
hCoV-19/USA/FL-BPHL-0568/2020|EPI_ISL_508772|2020-03-13|1,hCoV-19/USA/FL-BPHL-0568/2020|EPI_ISL_508772|2020-03-13|1,2020-03-13
hCoV-19/USA/FL-BPHL-2115/2020|EPI_ISL_653268|2020-03-11|6,hCoV-19/USA/FL-BPHL-2115/2020|EPI_ISL_653268|2020-03-11|6,2020-03-11
hCoV-19/USA/FL_5091/2020|EPI_ISL_419560|2020-02-28|1,hCoV-19/USA/FL_5091/2020|EPI_ISL_419560|2020-02-28|1,2020-02-28
hCoV-19/USA/FL-BPHL-0575/2020|EPI_ISL_508779|2020-03-21|1,hCoV-19/USA/FL-BPHL-0575/2020|EPI_ISL_508779|2020-03-21|1,2020-03-21
hCoV-19/USA/FL-BPHL-0795/2020|EPI_ISL_514141|2020-03-21|1,hCoV-19/USA/FL-BPHL-0795/2020|EPI_ISL_514141|2020-03-21|1,2020-03-21
hCoV-19/USA/WA-S272/2020|EPI_ISL_430126|2020-02-26|2,hCoV-19/USA/WA-S272/2020|EPI_ISL_430126|2020-02-26|2,2020-02-26
hCoV-19/USA/WA-UW384/2020|EPI_ISL_418949|2020-03-16|1,hCoV-19/USA/WA-UW384/2020|EPI_ISL_418949|2020-03-16|1,2020-03-16
hCoV-19/USA/WA-UW-4555/2020|EPI_ISL_460623|2020-03-31|1,hCoV-19/USA/WA-UW-4555/2020|EPI_ISL_460623|2020-03-31|1,2020-03-31
hCoV-19/USA/UT-QDX-1472/2020|EPI_ISL_603857|2020-03-15|1,hCoV-19/USA/UT-QDX-1472/2020|EPI_ISL_603857|2020-03-15|1,2020-03-15
hCoV-19/USA/WA-UW126/2020|EPI_ISL_416664|2020-03-12|1,hCoV-19/USA/WA-UW126/2020|EPI_ISL_416664|2020-03-12|1,2020-03-12
hCoV-19/USA/WA-UW-753/2020|EPI_ISL_476936|2020-03-12|1,hCoV-19/USA/WA-UW-753/2020|EPI_ISL_476936|2020-03-12|1,2020-03-12
hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05|1,hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05|1,2020-03-05
hCoV-19/USA/MI-MDHHS-SC21434/2020|EPI_ISL_507688|2020-03-24|1,hCoV-19/USA/MI-MDHHS-SC21434/2020|EPI_ISL_507688|2020-03-24|1,2020-03-24
hCoV-19/USA/FL-BPHL-2004/2020|EPI_ISL_653157|2020-03-26|1,hCoV-19/USA/FL-BPHL-2004/2020|EPI_ISL_653157|2020-03-26|1,2020-03-26
hCoV-19/USA/WA-UW-3012/2020|EPI_ISL_486078|2020-03-27|2,hCoV-19/USA/WA-UW-3012/2020|EPI_ISL_486078|2020-03-27|2,2020-03-27
hCoV-19/Singapore/48/2020|EPI_ISL_428827|2020-03-17|1,hCoV-19/Singapore/48/2020|EPI_ISL_428827|2020-03-17|1,2020-03-17
hCoV-19/Panama/329230/2020|EPI_ISL_496627|2020-03-05|1,hCoV-19/Panama/329230/2020|EPI_ISL_496627|2020-03-05|1,2020-03-05
hCoV-19/Australia/NSW574/2020|EPI_ISL_478686|2020-03-20|1,hCoV-19/Australia/NSW574/2020|EPI_ISL_478686|2020-03-20|1,2020-03-20
hCoV-19/Panama/328971/2020|EPI_ISL_496619|2020-03-09|1,hCoV-19/Panama/328971/2020|EPI_ISL_496619|2020-03-09|1,2020-03-09
hCoV-19/Panama/328941/2020|EPI_ISL_496617|2020-02-27|1,hCoV-19/Panama/328941/2020|EPI_ISL_496617|2020-02-27|1,2020-02-27
hCoV-19/USA/MN-MDH-104/2020|EPI_ISL_460046|2020-03-15|1,hCoV-19/USA/MN-MDH-104/2020|EPI_ISL_460046|2020-03-15|1,2020-03-15
hCoV-19/USA/MN41-MDH41/2020|EPI_ISL_417477|2020-03-12|2,hCoV-19/USA/MN41-MDH41/2020|EPI_ISL_417477|2020-03-12|2,2020-03-12
hCoV-19/Australia/QLD1180/2020|EPI_ISL_639771|2020-03-25|10,hCoV-19/Australia/QLD1180/2020|EPI_ISL_639771|2020-03-25|10,2020-03-25
hCoV-19/NewZealand/20VR1978/2020|EPI_ISL_579185|2020-04-07|1,hCoV-19/NewZealand/20VR1978/2020|EPI_ISL_579185|2020-04-07|1,2020-04-07
hCoV-19/Australia/QLD988/2020|EPI_ISL_530268|2020-03-25|2,hCoV-19/Australia/QLD988/2020|EPI_ISL_530268|2020-03-25|2,2020-03-25
hCoV-19/NewZealand/20VR1833/2020|EPI_ISL_456276|2020-03-30|1,hCoV-19/NewZealand/20VR1833/2020|EPI_ISL_456276|2020-03-30|1,2020-03-30
hCoV-19/NewZealand/20VR3149/2020|EPI_ISL_579440|2020-03-22|1,hCoV-19/NewZealand/20VR3149/2020|EPI_ISL_579440|2020-03-22|1,2020-03-22
hCoV-19/USA/WA-UW131/2020|EPI_ISL_416669|2020-03-11|1,hCoV-19/USA/WA-UW131/2020|EPI_ISL_416669|2020-03-11|1,2020-03-11
hCoV-19/USA/WA-S35/2020|EPI_ISL_417088|2020-03-02|1,hCoV-19/USA/WA-S35/2020|EPI_ISL_417088|2020-03-02|1,2020-03-02
hCoV-19/USA/CA-QDX-1982/2020|EPI_ISL_604295|2020-03-18|1,hCoV-19/USA/CA-QDX-1982/2020|EPI_ISL_604295|2020-03-18|1,2020-03-18
hCoV-19/USA/WA-UW-1448/2020|EPI_ISL_423007|2020-03-19|1,hCoV-19/USA/WA-UW-1448/2020|EPI_ISL_423007|2020-03-19|1,2020-03-19
hCoV-19/USA/AZ-TG280820/2020|EPI_ISL_694166|2020-04-20|1,hCoV-19/USA/AZ-TG280820/2020|EPI_ISL_694166|2020-04-20|1,2020-04-20
hCoV-19/USA/AZ-TG371288/2020|EPI_ISL_694547|2020-05-19|1,hCoV-19/USA/AZ-TG371288/2020|EPI_ISL_694547|2020-05-19|1,2020-05-19
hCoV-19/USA/NM-DOH-2020132668/2020|EPI_ISL_574576|2020-06-16|2,hCoV-19/USA/NM-DOH-2020132668/2020|EPI_ISL_574576|2020-06-16|2,2020-06-16
hCoV-19/USA/NMDOH-2020132665/2020|EPI_ISL_542020|2020-06-16|1,hCoV-19/USA/NMDOH-2020132665/2020|EPI_ISL_542020|2020-06-16|1,2020-06-16
hCoV-19/USA/AZ-TG395940/2020|EPI_ISL_694775|2020-06-08|1,hCoV-19/USA/AZ-TG395940/2020|EPI_ISL_694775|2020-06-08|1,2020-06-08
hCoV-19/USA/AZ-TG305999/2020|EPI_ISL_694309|2020-04-30|2,hCoV-19/USA/AZ-TG305999/2020|EPI_ISL_694309|2020-04-30|2,2020-04-30
hCoV-19/USA/AZ-TG371263/2020|EPI_ISL_694523|2020-05-18|1,hCoV-19/USA/AZ-TG371263/2020|EPI_ISL_694523|2020-05-18|1,2020-05-18
hCoV-19/USA/AZ-TG371297/2020|EPI_ISL_694553|2020-05-19|1,hCoV-19/USA/AZ-TG371297/2020|EPI_ISL_694553|2020-05-19|1,2020-05-19
hCoV-19/USA/AZ-TG305718/2020|EPI_ISL_694255|2020-04-25|1,hCoV-19/USA/AZ-TG305718/2020|EPI_ISL_694255|2020-04-25|1,2020-04-25
hCoV-19/USA/AZ-TG306014/2020|EPI_ISL_694314|2020-04-30|1,hCoV-19/USA/AZ-TG306014/2020|EPI_ISL_694314|2020-04-30|1,2020-04-30
hCoV-19/USA/AZ-TG305789/2020|EPI_ISL_694277|2020-04-28|1,hCoV-19/USA/AZ-TG305789/2020|EPI_ISL_694277|2020-04-28|1,2020-04-28
hCoV-19/USA/AZ-TG408136/2020|EPI_ISL_694895|2020-06-12|1,hCoV-19/USA/AZ-TG408136/2020|EPI_ISL_694895|2020-06-12|1,2020-06-12
hCoV-19/USA/AZ-TG371289/2020|EPI_ISL_694548|2020-05-19|1,hCoV-19/USA/AZ-TG371289/2020|EPI_ISL_694548|2020-05-19|1,2020-05-19
hCoV-19/USA/AZ-TG273344/2020|EPI_ISL_694057|2020-04-03|1,hCoV-19/USA/AZ-TG273344/2020|EPI_ISL_694057|2020-04-03|1,2020-04-03
hCoV-19/USA/AZ-TG280821/2020|EPI_ISL_694167|2020-04-21|1,hCoV-19/USA/AZ-TG280821/2020|EPI_ISL_694167|2020-04-21|1,2020-04-21
hCoV-19/USA/AZ-TG276586/2020|EPI_ISL_694115|2020-04-16|1,hCoV-19/USA/AZ-TG276586/2020|EPI_ISL_694115|2020-04-16|1,2020-04-16
hCoV-19/USA/AZ-TG305800/2020|EPI_ISL_694280|2020-04-28|1,hCoV-19/USA/AZ-TG305800/2020|EPI_ISL_694280|2020-04-28|1,2020-04-28
hCoV-19/USA/AZ-TG280874/2020|EPI_ISL_694205|2020-04-23|1,hCoV-19/USA/AZ-TG280874/2020|EPI_ISL_694205|2020-04-23|1,2020-04-23
hCoV-19/USA/AZ-TG276577/2020|EPI_ISL_694112|2020-04-15|2,hCoV-19/USA/AZ-TG276577/2020|EPI_ISL_694112|2020-04-15|2,2020-04-15
hCoV-19/USA/AZ-TG280790/2020|EPI_ISL_694149|2020-04-17|1,hCoV-19/USA/AZ-TG280790/2020|EPI_ISL_694149|2020-04-17|1,2020-04-17
hCoV-19/USA/UN-UW-6996/2020|EPI_ISL_576494|2020-03-11|2,hCoV-19/USA/UN-UW-6996/2020|EPI_ISL_576494|2020-03-11|2,2020-03-11
hCoV-19/USA/CA-ALSR-0614-SAN/2020|EPI_ISL_483258|2020-04-04|1,hCoV-19/USA/CA-ALSR-0614-SAN/2020|EPI_ISL_483258|2020-04-04|1,2020-04-04
hCoV-19/USA/CA-QDX-92/2020|EPI_ISL_468567|2020-03-13|1,hCoV-19/USA/CA-QDX-92/2020|EPI_ISL_468567|2020-03-13|1,2020-03-13
hCoV-19/USA/WA-S2/2020|EPI_ISL_413456|2020-02-21|368,hCoV-19/USA/WA-S2/2020|EPI_ISL_413456|2020-02-21|368,2020-02-21
hCoV-19/USA/CA-ALSR-0503-SAN/2020|EPI_ISL_483187|2020-04-02|1,hCoV-19/USA/CA-ALSR-0503-SAN/2020|EPI_ISL_483187|2020-04-02|1,2020-04-02
hCoV-19/USA/WA-UW294/2020|EPI_ISL_418079|2020-03-15|1,hCoV-19/USA/WA-UW294/2020|EPI_ISL_418079|2020-03-15|1,2020-03-15
hCoV-19/USA/WA-S437/2020|EPI_ISL_434197|2020-03-31|1,hCoV-19/USA/WA-S437/2020|EPI_ISL_434197|2020-03-31|1,2020-03-31
hCoV-19/USA/MA-MGH-00069/2020|EPI_ISL_460119|2020-03-25|1,hCoV-19/USA/MA-MGH-00069/2020|EPI_ISL_460119|2020-03-25|1,2020-03-25
hCoV-19/USA/WA-UW46/2020|EPI_ISL_415611|2020-03-09|7,hCoV-19/USA/WA-UW46/2020|EPI_ISL_415611|2020-03-09|7,2020-03-09
hCoV-19/England/BIRM-5E73B/2020|EPI_ISL_444300|2020-03-23|1,hCoV-19/England/BIRM-5E73B/2020|EPI_ISL_444300|2020-03-23|1,2020-03-23
hCoV-19/USA/WA-UW182/2020|EPI_ISL_416720|2020-03-13|1,hCoV-19/USA/WA-UW182/2020|EPI_ISL_416720|2020-03-13|1,2020-03-13
hCoV-19/USA/WA-UW-1782/2020|EPI_ISL_424262|2020-03-22|1,hCoV-19/USA/WA-UW-1782/2020|EPI_ISL_424262|2020-03-22|1,2020-03-22
